region_id;parent_id;regionname;cityname;code;stat;timezone;active;lat;lon;en_regionname;en_cityname;es_regionname;es_cityname;de_regionname;de_cityname;it_regionname;it_cityname;fr_regionname;fr_cityname
3430;46;;Яя;;0.000000;Asia/Novokuznetsk;0;56.200500;86.431587;Yaya;;Yaya;;Jaja;;Yaya;;Iaïa;
1023;6;;Яшкуль;;0.000000;Europe/Moscow;0;46.171041;45.341765;Yashkul;;Yashkul;;Jaschkul;;Yashkul;;Yashkul';
3429;46;;Яшкино;;0.000000;Asia/Novokuznetsk;0;55.876577;85.431194;Yashkino;;Yashkino;;Jaschkino;;Yashkino;;Iachkino;
1022;6;;Яшалта;;0.000000;Europe/Moscow;0;46.338250;42.272564;Yashalta;;Yashalta;;Jaschalta;;Yashalta;;Yashalta;
787;70;;Яхрома;;0.000000;Europe/Moscow;0;56.287553;37.477333;Yakhroma;;Yakhroma;;Jachroma;;Jachroma;;Iakhroma;
2281;448;;Яхимов;;0.000000;Europe/Prague;0;50.367000;12.917000;Jachymov;;Jáchymov;;Jachymov;;Jáchymov;;Jachyrnov;
1606;241;;Яунде;;0.000000;Africa/Douala;0;3.848642;11.498112;Yaounde;;Yaundé;;Yaoundé;;Yaoundé;;Yaoundé;
1980;186;;Яссы;;0.000000;Europe/Bucharest;0;47.159122;27.587851;Iasi;;Jasi;;Iasi;;Jasi;;Jasi;
822;94;;Ясный;;0.000000;Asia/Yekaterinburg;0;51.035411;59.885996;Yasny;;Yasny;;Jasny;;Jasnyj;;Iasny;
2621;127;;Ясногорск;;0.000000;Europe/Moscow;0;54.478433;37.691717;Yasnogorsk;;Yasnogorsk;;Jasnogorsk;;Jasnogorsk;;Iasnogorsk;
2009;195;;Ясна;;0.000000;Europe/Bratislava;0;48.900000;19.500000;Jasna;;Jasna;;Jasna;;Jasna;;Jasna;
4337;260;;Ясиноватая;;0.000000;Europe/Zaporozhye;0;47.127000;37.853000;Yasynuvata;;Yasynuvata;;Jassynuwata;;Yasynuvata;;Yasinouvata;
2544;112;;Ярцево;;0.000000;Europe/Moscow;0;55.064530;32.698466;Yartsevo;;Yartsevo;;Jarzewo;;Jarcevo;;Iartsevo;
147;188;Ярославская область;Ярославль;;0.002734;Europe/Moscow;1;57.637479;39.854156;Yaroslavl;Yaroslavl Oblast;Yaroslavl;Óblast de Yaroslavl;Jaroslawl;Oblast Jaroslawl;Jaroslavl';Oblast' di Jaroslavl';Iaroslavl;Oblast de Iaroslavl
2989;7;;Яровое;;0.000000;Asia/Barnaul;0;52.929763;78.619709;Yarovoye;;Yarovoie;;Jarowoje;;Jarovoe;;Iarovoïe;
4712;278;;Ярмолинцы;;0.000000;Europe/Kiev;0;49.192000;26.839000;Yarmolyntsi;;Yarmolyntsi;;Jarmolynzi;;Yarmolyntsi;;Yarmolyntsi;
2640;128;;Ярково;;0.000000;Asia/Yekaterinburg;0;57.398547;67.062436;Yarkovo;;Yarkovo;;Jarkowo;;Jarkovo;;Yarkovo;
2924;3;;Яренск;;0.000000;Europe/Moscow;0;62.176292;49.090244;Yarensk;;Yarensk;;Jarensk;;Jarensk;;Iarensk;
4408;264;;Яремча;;0.000000;Europe/Uzhgorod;0;48.460000;24.558000;Yaremche;;Yaremche;;Jaremtsche;;Jaremča;;Yaremtcha;
3467;22;;Яранск;;0.000000;Europe/Kirov;0;57.300309;47.855967;Yaransk;;Yaransk;;Jaransk;;Jaransk;;Iaransk;
886;172;;Яр-Сале;;0.000000;Asia/Yekaterinburg;0;66.863005;70.835297;Yar-Sale;;Yar-Sale;;Jar-Sale;;Jar-Sale;;Yar-Sale;
3287;39;;Яр;;0.000000;Europe/Samara;0;58.245832;52.106772;Yar;;Yar;;Jar;;Yar;;Yar;
1725;248;;Яньчи;;0.000000;Asia/Urumqi;0;37.783000;107.400000;Yanqi;;Yanqi;;Yanqi;;Karasahr;;Yanqi;
2813;140;;Янтиково;;0.000000;Europe/Moscow;0;55.511566;47.774648;Yantikovo;;Yantikovo;;Jantikowo;;Yantikovo;;Iantikovo;
3382;43;;Янтарный;;0.000000;Europe/Kaliningrad;0;54.861173;19.950206;Yantarny;;Yantarny;;Jantarny;;Jantarnyj;;Iantarny;
1875;411;;Янгор;;0.000000;Pacific/Nauru;0;-9.617000;166.917000;Aiwo;;Aiwo;;Aiwo;;Aiwo;;Aiwo;
1873;160;;Янгон;;0.000000;Asia/Rangoon;0;16.807065;96.131669;Yangon;;Rangún;;Rangun;;Yangon;;Rangoun;
2758;134;;Янаул;;0.000000;Asia/Yekaterinburg;0;56.274327;54.930222;Yanaul;;Yanaul;;Janaul;;Janaul;;Ianaoul;
1913;63;;Ян-Майен;;0.000000;Arctic/Longyearbyen;0;70.933000;-8.667000;Jan Mayen;;Jan Mayen;;Jan Mayen;;Jan Mayen;;Jan Mayen;
4257;257;;Ямполь;;0.000000;Europe/Kiev;0;48.243530;28.299470;Yampil;;Yampil;;Jampil;;Yampil';;Yampil;
4627;274;;Ямполь;;0.000000;Europe/Kiev;0;51.947000;33.787000;Yampil;;Yampil;;Jampil;;Yampil;;Yampil;
885;172;;Ямбург;;0.000000;Asia/Yekaterinburg;0;68.350000;77.133000;Yamburg;;Yamburg;;Jamburg;;Jamburg;;Yamburg;
2812;140;;Яльчики;;0.000000;Europe/Moscow;0;55.161268;48.009221;Yalchiki;;Yalchiki;;Jaltschiki;;Yalchiki;;Ialchiki;
958;128;;Ялуторовск;;0.000000;Asia/Yekaterinburg;0;56.654222;66.306467;Yalutorovsk;;Yalutorovsk;;Jalutorowsk;;Jalutorovsk;;Ialoutorovsk;
1724;248;;Ялунвань;;0.000000;Asia/Chongqing;0;18.237000;109.625000;Yalong Bay;;Yalong Bay;;Yalong Bay;;Yalong Bay;;Baie de Yalong;
2196;256;;Ялта;;0.000000;Europe/Simferopol;0;44.505385;34.181560;Yalta;;Yalta;;Jalta;;Jalta;;Yalta;
4810;260;;Ялта;;0.000000;Europe/Zaporozhye;0;46.966000;37.266000;Yalta;;Yalta;;Jalta;;Jalta;;Yalta;
4230;191;Яловенский район;Яловены;;0.000020;Europe/Chisinau;1;46.950000;28.783333;Ialoveni;Ialoveni District;Ialoveni;Distrito de Ialoveni;Ialoveni;;Ialoveni;;Ialoveni;
3288;39;;Якшур-Бодья;;0.000000;Europe/Samara;0;57.184950;53.155002;Yakshur-Bodya;;Yakshur-Bodya;;Jaksshur-Bodja;;Yakshur-Bodya;;Iakchour-Bodya;
931;117;;Якша;;0.000000;Europe/Moscow;0;61.825455;56.821072;Yaksha;;Yaksha;;Yaksha;;Yaksha;;Yaksha;
146;188;Республика Саха (Якутия);Якутск;;0.006229;Asia/Yakutsk;1;62.05028;129.708981;Yakutsk;Sakha Republic (Yakutia);Yakutsk;República de Sajá (Yakutia);Jakutsk;Republik Sacha (Jakutien);Jakutsk;Sacha-Jacuzia;Yakoutsk;République de Sakha (Yakoutie)
3097;18;;Яковлевка;;0.000000;Asia/Vladivostok;0;44.425446;133.469637;Yakovlevka;;Yakovlevka;;Jakowlewka;;Jakovlevka;;Iakovlevka;
2757;134;;Языково;;0.000000;Asia/Yekaterinburg;0;54.690899;55.018369;Yazykovo;;Yazykovo;;Jasykowo;;Jazykovo;;Yazykovo;
2811;140;;Ядрин;;0.000000;Europe/Moscow;0;55.939143;46.203328;Yadrin;;Yadrin;;Jadrin;;Jadrin;;Iadrine;
4437;265;;Яготин;;0.000000;Europe/Kiev;0;50.256000;31.781000;Yahotyn;;Yagotyn;;Jahotyn;;Yagotyn;;Yagotyn;
3605;62;;Ягодное;;0.000000;Asia/Magadan;0;62.526325;149.623755;Yagodnoye;;Yagodnoye;;Jagodnoje;;Jagodnoe;;Iagodnoïe;
4526;268;;Яворов;;0.000000;Europe/Uzhgorod;0;49.946000;23.393000;Yavoriv;;Yávoriv;;Jaworiw;;Javoriv;;Yavoriv;
4177;370;;Явленка;;0.000000;Asia/Almaty;0;54.353920;68.476695;Yavlenka;;Yavlenka;;Yavlenka;;Yavlenka;;Iavlenka;
3404;44;;Юхнов;;0.000000;Europe/Moscow;0;54.747738;35.245613;Yukhnov;;Yújnov;;Juchnow;;Juchnov;;Ioukhnov;
3819;97;;Юсьва;;0.000000;Asia/Yekaterinburg;0;58.955841;54.963915;Yusva;;Yusva;;Juswa;;Jusva;;Iousva;
1008;141;;Юрюзань;;0.000000;Asia/Yekaterinburg;0;54.861207;58.424619;Yuryuzan;;Yuriuzán;;Jurjusan;;Jurjuzan';;Iouriouzan;
3466;22;;Юрья;;0.000000;Europe/Kirov;0;59.044756;49.282863;Yurya;;Yurya;;Jurja;;Yurya;;Iouria;
4300;259;;Юрьевка;;0.000000;Europe/Zaporozhye;0;48.739000;36.023000;Yuryivka;;Yurivka;;Jurjiwka;;Yuryivka;;Youriivka;
506;38;;Юрьевец;;0.000000;Europe/Moscow;0;57.311269;43.096730;Yuryevets;;Yúrievets;;Jurjewez;;Jur'evec;;Iourievets;
564;20;;Юрьев-Польский;;0.000000;Europe/Moscow;0;56.500748;39.672657;Yuryev-Polsky;;Yúriyev-Polski;;Jurjew-Polski;;Jur'ev-Pol'skij;;Iouriev-Polski;
957;128;;Юровск;;0.000000;Asia/Yekaterinburg;0;59.453041;69.049276;Yurovsk;;Yurovsk;;Jurowsk;;Jurovsk;;Yurovsk;
1766;26;;Юрмала;;0.000041;Europe/Riga;1;56.952700;23.668200;Jurmala;;Jurmala;;Jurmala;;Jūrmala;;Jurmala;
3818;97;;Юрла;;0.000000;Asia/Yekaterinburg;0;59.324941;54.320025;Yurla;;Yurla;;Jurla;;Yurla;;Iourla;
2535;41;;Юрино;;0.000000;Europe/Moscow;0;56.291121;46.291936;Yurino;;Yurino;;Jurino;;Yurino;;Yurino;
2639;128;;Юргинское;;0.000000;Asia/Yekaterinburg;0;56.820307;67.389673;Yurginskoye;;Yurginskoye;;Jurginskoje;;Jurginskoe;;Yurginskoïe;
3547;56;;Юргамыш;;0.000000;Asia/Yekaterinburg;0;55.372062;64.462615;Yurgamysh;;Yurgamysh;;Jurgamysch;;Jurgamyš;;Iourgamich;
3428;46;;Юрга;;0.000000;Asia/Novokuznetsk;0;55.720370;84.932622;Yurga;;Yurga;;Jurga;;Jurga;;Iourga;
5375;27;;Юрбакркас;;0.000001;Europe/Vilnius;1;55.081020;22.772280;Jurbarkas;;Jurbarkas;;Jurbarkas;;Jurbarkas;;Jurbarkas;
3290;39;;Юкаменское;;0.000000;Europe/Samara;0;57.886730;52.240262;Yukamenskoye;;Yukamenskoye;;Jukamenskoje;;Yukamenskoye;;Ioukamenskoïe;
1007;141;;Южноуральск;;0.000000;Asia/Yekaterinburg;0;54.448404;61.259505;Yuzhnouralsk;;Yuzhnouralsk;;Juschnouralsk;;Južnoural'sk;;Ioujnoouralsk;
4544;269;;Южноукраинск;;0.000000;Europe/Zaporozhye;0;47.822000;31.177000;Yuzhnoukrainsk;;Yuzhnoukrayinsk;;Juschnoukrajinsk;;Yuzhnoukrainsk;;Youjnooukraïnsk;
4572;270;;Южное;;0.000000;Europe/Zaporozhye;0;46.624000;31.102000;Yuzhne;;Yuzhne;;Juschne;;Yuzhne;;Youjne;
3643;66;;Южно-Сухокумск;;0.000000;Europe/Moscow;0;44.662186;45.649735;Yuzhno-Sukhokumsk;;Yuzhno-Sukhokumsk;;Juschno-Suchokumsk;;Južno-Suchokumsk;;Ioujno-Soukhokoumsk;
145;188;Сахалинская область;Южно-Сахалинск;;0.005137;Asia/Sakhalin;1;46.940901;142.743970;Yuzhno-Sakhalinsk;Sakhalin Oblast;Yuzhno-Sajalinsk;Óblast de Sajalín;Juschno-Sachalinsk;Oblast Sachalin;Južno-Sachalinsk;Oblast' di Sachalin;Ioujno-Sakhalinsk;Oblast de Sakhaline
1040;145;;Южно-Курильск;;0.000000;Asia/Sakhalin;0;44.017000;145.867000;Yuzhno-Kurilsk;;Yuzhno-Kurilsk;;Juschno-Kurilsk;;Južno-Kuril'sk;;Ioujno-Kourilsk;
3285;38;;Южа;;0.000000;Europe/Moscow;0;56.576649;42.044373;Yuzha;;Yuzha;;Juscha;;Juža;;Iouja;
4915;330;;Юджин;;0.000000;America/Los_Angeles;0;44.052410;-123.086240;Eugene;;Eugene;;Eugene;;Eugene;;Eugene;
990;11;;Югорск;;0.000000;Asia/Yekaterinburg;0;61.311512;63.337694;Yugorsk;;Yugorsk;;Jugorsk;;Jugorsk;;Iougorsk;
5154;35;;Ювяскюля;;0.000000;Europe/Helsinki;0;62.241000;25.746000;Jyvaskyla;;Jyväskylä;;Jyväskylä;;Jyväskylä;;Jyvaskyla;
2712;70;;Юбилейный;;0.000000;Europe/Moscow;0;55.937164;37.849246;Yubileyny;;Yubileynyy;;Jubileiny;;Jubilejnyj;;Yubileyniy;
1971;36;;Эшторил;;0.000000;Europe/Lisbon;0;38.706000;-9.398000;Estoril;;Estoril;;Estoril;;Estoril;;storil;
1790;152;;Эш-сюр-Сюр;;0.000000;Europe/Luxembourg;0;49.911000;5.936000;Esch-sur-Sure;;Esch-sur-Sure;;Esch-Sauer;;Esch-sur-Sûre;;Esch-sur-Sore;
1789;152;;Эхтернах;;0.000000;Europe/Luxembourg;0;49.800000;6.450000;Echternach;;Echternach;;Echternach;;Echternach;;Echternach;
1467;55;;Эстепона;;0.000000;Europe/Madrid;0;36.429665;-5.145426;Estepona;;Estepona;;Estepona;;Estepona;;Estepona;
3840;98;;Эссо;;0.000000;Asia/Kamchatka;0;55.923838;158.698449;Esso;;Esso;;Esso;;Ėsso;;Esso;
1313;348;;Эссен;;0.000000;Europe/Berlin;0;51.469189;7.042894;Essen;;Essen;;Essen;;Essen;;Essen;
5149;35;;Эспоо;;0.000000;Europe/Helsinki;0;60.196809;24.687043;Espoo;;Espoo;;Espoo;;Espoo;;Espoo;
4841;308;;Эскондидо;;0.000000;America/Los_Angeles;0;33.119400;-117.086040;Escondido;;Escondido;;Escondido;;Escondido;;Escondido;
5313;76;;Эскишехир;;0.000000;Europe/Istanbul;0;39.721330;30.516080;Eskisehir;;Eskisehir;;Eskisehir;;Eskişehir;;Eskisehir;
1111;209;;Эскальдес;;0.000000;Europe/Andorra;0;42.500000;1.533000;Escaldes;;Eskaldes;;Les Escaldes;;Escaldes;;Escaldes;
356;202;Тюрингия;Эрфурт;;0.000031;Europe/Berlin;1;50.982648;11.038927;Erfurt;Thuringia;Érfurt;Turingia;Erfurt;Thüringen;Erfurt;Turingia;Erfurt;Thuringe
3196;24;;Эртиль;;0.000000;Europe/Moscow;0;51.846523;40.806966;Ertil;;Ertil;;Ertil;;Ėrtil';;Ertil;
5125;343;;Эрланген;;0.000000;Europe/Berlin;0;49.589330;11.017220;Erlangen;;Erlangen;;Erlangen;;Erlangen;;Erlangen;
2386;4;;Эркен-Шахар;;0.000000;Europe/Moscow;0;44.376472;41.954148;Erken-Shakhar;;Erken-Shakhtar;;Erken-Schachar;;Erken-Shakhar;;Erken-Shakhar;
4916;331;;Эри;;0.000000;America/New_York;0;42.129090;-80.085590;Erie;;Erie;;Erie;;Erie;;Erie;
2149;76;;Эрзурум;;0.000000;Europe/Istanbul;0;39.854739;41.296020;Erzurum;;Erzurum;;Erzurum;;Erzurum;;Erzurum;
3586;12;;Эрзин;;0.000000;Asia/Krasnoyarsk;0;50.260452;95.162624;Erzin;;Erzin;;Ersin;;Erzin;;Erzin;
1723;248;;Эренхот;;0.000000;Asia/Shanghai;0;43.650000;112.000000;Erenhot;;Eren Hot;;Eren Hot;;Erenhot;;Erenhot;
1989;69;;Эр-Рияд;;0.000000;Asia/Riyadh;0;24.647261;46.711518;Riyadh;;Riad;;Riad;;Al-Riyad;;Riyad;
1722;248;;Эньши;;0.000000;Asia/Shanghai;0;30.207024;109.459241;Enshi;;Enshi;;Enshi;;Enshi;;Enshi;
4903;318;;Энн-Арбор;;0.000000;America/Detroit;0;42.277600;-83.740900;Ann Arbor;;Ann Arbor;;Ann Arbor;;Ann Arbor;;Ann Arbor;
1110;209;;Энкамп;;0.000000;Europe/Andorra;0;42.533000;1.583000;Encamp;;Enkamp;;Encamp;;Encamp;;Enkamp;
4392;263;;Энергодар;;0.000000;Europe/Zaporozhye;0;47.506002;34.648006;Enerhodar;;Enerhodar;;Enerhodar;;Enerhodar;;Enerhodar;
1559;119;;Энде;;0.000000;Asia/Makassar;0;-8.800000;121.600000;Ende;;Ende;;Ende;;Ende;;Ende;
438;109;;Энгельс;;0.000340;Europe/Saratov;1;51.470504;46.095895;Engels;;Enguels;;Engels;;Engels;;Engels;
5312;76;;Элязыг;;0.000000;Europe/Istanbul;0;38.619405;39.207909;Elazig;;Elazig;;Elazig;;Elazığ;;Elazig;
5470;55;;Эльче;;0.000000;Europe/Madrid;0;38.264991;-0.686451;Elche;;Elche;;Elche;;Elche-Elx;;Elche-Elx;
3100;19;;Эльхотово;;0.000000;Europe/Moscow;0;43.343424;44.216309;Elkhotovo;;Elkhotovo;;Elchotowo;;Elkhotovo;;Elkhotovo;
5267;37;;Эльблонг;;0.000000;Europe/Warsaw;0;54.172677;19.406066;Elblag;;Elblag;;Elblag;;Elbląg;;Elblag;
5504;84;;Эль-Хавамедия;;0.000000;Africa/Cairo;0;29.897222;31.274167;Al-Hawamidiyya;;Al-Hamidiyah;;Hamidiya;;Al-Hawamidiyya;;Al-Hawamidiyya;
4942;336;;Эль-Пасо;;0.000001;America/Denver;1;31.758700;-106.487000;El Paso;;El Paso;;El Paso;;El Paso;;El Paso;
4848;308;;Эль-Монте;;0.000000;America/Los_Angeles;0;34.068600;-118.028000;El Monte;;El Monte;;El Monte;;El Monte;;El Monte;
5503;84;;Эль-Минья;;0.000000;Africa/Cairo;0;28.045585;30.739001;Minya;;Menia;;Al-Minya;;Minyā;;Al-Minya;
5502;84;;Эль-Махалла-эль-Кубра;;0.000000;Africa/Cairo;0;30.966667;31.166667;El-Mahalla El-Kubra;;El-Mahalla El-Kubra;;Al-Mahalla al-Kubra;;El-Mahalla El-Kubra;;El-Mahalla El-Koubra;
5501;84;;Эль-Мансура;;0.000000;Africa/Cairo;0;31.000110;31.387256;Mansoura;;El Mansurá;;Al-Mansura;;Mansura;;Mansourah;
1747;138;;Эль-Кувейт;;0.000000;Asia/Kuwait;0;29.341944;47.970075;Kuwait;;Kuwait;;Kuwait;;Kuwait;;Koweit;
1358;84;;Эль-Гуна;;0.000000;Africa/Cairo;0;27.385000;33.679000;El Gouna;;El Gouna;;el-Guna;;El-Gouna;;El Gouna;
5500;84;;Эль-Ашир-мин-Рамадан;;0.000000;Africa/Cairo;0;30.05;31.366667;10th of Ramadan City;;10th of Ramadan City;;10th of Ramadan City;;Città 10th of Ramadan;;10th of Ramadan City;
5499;84;;Эль-Ариш;;0.000000;Africa/Cairo;0;31.085421;33.828499;Arish;;El Arish;;Al-Arisch;;Al-Arish;;El-Arich;
1357;84;;Эль Кузейр;;0.000000;Africa/Cairo;0;26.133000;34.217000;Al-Qusayr;;Al-Qusayr;;al-Qusair;;Al-Qusayr;;Qousseir;
4843;308;;Элк-Гроув;;0.000000;America/Los_Angeles;0;38.408750;-121.371180;Elk Grove;;Elk Grove;;Elk Grove;;Elk Grove;;Elk Grove;
6;188;Республика Калмыкия;Элиста;;0.000132;Europe/Moscow;1;46.308527;44.269330;Elista;Republic of Kalmykia;Elistá;República de Kalmukia;Elista;Kalmückien;Ėlista;Repubblica dei Calmucchi;Elista;République de Kalmoukie
1080;217;;Элис-Спрингс;;0.000000;Australia/Darwin;0;-23.800000;133.883000;Alice Springs;;Alice Springs;;Alice Springs;;Alice Springs;;Alice Springs;
4911;324;;Элизабет;;0.000000;America/New_York;0;40.667930;-74.220050;Elizabeth;;Elizabeth;;Elizabeth;;Elizabeth;;Elizabeth;
2720;70;;Электроугли;;0.000000;Europe/Moscow;0;55.723702;38.207300;Electrougli;;Electrougli;;Elektrougli;;Ėlektrougli;;Elektroougli;
2709;70;;Электросталь;;0.000000;Europe/Moscow;0;55.784999;38.462191;Electrostal;;Elektrostal;;Elektrostal;;Ėlektrostal';;Elektrostal;
2707;70;;Электрогорск;;0.000000;Europe/Moscow;0;55.869840;38.780509;Elektrogorsk;;Elektrogorsk;;Elektrogorsk;;Ėlektrogorsk;;Elektrogorsk;
5374;27;;Электренай;;0.000004;Europe/Vilnius;1;54.786111;24.661111;Elektrenai;;Elektrenai;;Elektrenai;;Elektrėnai;;Elektrenai;
4959;306;;Элджин;;0.000000;America/Chicago;0;42.037250;-88.281010;Elgin;;Elgin;;Elgin;;Elgin;;Elgin;
5422;50;;Эксетер;;0.000000;Europe/London;0;50.718200;-3.535160;Exeter;;Exeter;;Exeter;;Exeter;;Exeter;
5162;47;;Экс-ан-Прованс;;0.000000;Europe/Paris;0;43.517388;5.454038;Aix-en-Provence;;Aix-en-Provence;;Aix-en-Provence;;Aix-en-Provence;;Aix-en-Provence;
3030;10;;Экимчан;;0.000000;Asia/Yakutsk;0;53.067725;132.938809;Ekimchan;;Ekimchan;;Ekimtschan;;Ėkimčan;;Ekimtchan;
4194;369;;Экибастуз;;0.000000;Asia/Almaty;0;51.767707;75.454027;Ekibastuz;;Ekibastuz;;Ekibastus;;Ekibastūz;;Ekibastouz;
1900;51;;Эйндховен;;0.000000;Europe/Amsterdam;0;51.435026;5.482706;Eindhoven;;Eindhoven;;Eindhoven;;Eindhoven;;Eindhoven;
1374;199;;Эйн-Бокек;;0.000000;Asia/Jerusalem;0;31.201000;35.364000;Ein Bokek;;Ein Bokek;;En Bokek;;Ein Bokek;;Ein Bokek;
1373;199;;Эйлат;;0.000000;Asia/Jerusalem;0;29.550000;34.950000;Eilat;;Eilat;;Eilat;;Eilat;;Eilat;
5498;84;;Эдфу;;0.000000;Africa/Cairo;0;24.923766;32.828428;Edfu;;Edfu;;Edfu;;Edfu;;Edfou;
386;242;Альберта;Эдмонтон;AB;0.000119;America/Edmonton;1;53.552120;-113.499000;Edmonton;Alberta;Edmonton;Alberta;Edmonton;Alberta;Edmonton;Alberta;Edmonton;Alberta
2148;76;;Эдирне;;0.000000;Europe/Istanbul;0;41.705989;26.603810;Edirne;;Edirne;;Edirne;;Edirne;;Edirne;
1250;50;;Эдинбург;;0.000000;Europe/London;0;55.953140;-3.189390;Edinburgh;;Edinburgo;;Edinburgh;;Edinburgo;;Édimbourg;
1258;118;;Эгер;;0.000000;Europe/Budapest;0;47.901927;20.374804;Eger;;Eger;;Eger;;Eger;;Eger;
2897;1;;Эгвекинот;;0.000000;Asia/Anadyr;0;66.323804;-179.123489;Egvekinot;;Egvekinot;;Egwekinot;;Ėgvekinot;;Egvekinot;
1970;36;;Эвора;;0.000000;Europe/Lisbon;0;38.567920;-7.900160;Evora;;Évora;;Evora;;Évora;;Évora;
4871;298;;Эверетт;;0.000000;America/Los_Angeles;0;47.978980;-122.200810;Everett;;Everett;;Everett;;Everett;;Everett;
735;62;;Эвенск;;0.000000;Asia/Magadan;0;61.918407;159.236084;Evensk;;Evensk;;Ewensk;;Ėvensk;;Evensk;
4884;307;;Эвансвилл;;0.000000;America/Chicago;0;37.974800;-87.555800;Evansville;;Evansville;;Evansville;;Evansville;;Evansville;
2449;146;;Ытык-Кюель;;0.000000;Asia/Khandyga;0;62.361518;133.559470;Ytyk-Kyuyel;;Ytyk-Kyuyol;;Ytyk-Kjujol;;Yutyk-Kyuyel;;Yutyk-Kyuyel;
3546;56;;Щучье;;0.000000;Asia/Yekaterinburg;0;55.210298;62.753591;Shchuchye;;Shchuchye;;Schtschutschje;;Ščuč'e;;Chtchutchïe;
381;379;;Щучинск;;0.000282;Asia/Almaty;1;52.926109;70.265302;Shchuchinsk;;Shchuchinsk;;Schtschutschinsk;;Shchuchinsk;;Chtchoutchinsk;
5035;289;;Щучин;;0.000000;Europe/Minsk;0;53.611170;24.732710;Shchuchyn;;Shchuchyn;;Schtschutschin;;Ščučyn;;Chtchoutchyn;
4747;280;;Щорс;;0.000000;Europe/Kiev;0;51.823788;31.952696;Shchors;;Shchors;;Schtschors;;Ščors;;Chtchors;
1721;248;;Щицюаньхэ;;0.000000;Asia/Kashgar;0;32.117000;80.067000;Shiquanhe;;Shiquanhe;;Shiquanhe;;Shiquanhezhen;;Shiquanhe;
3568;57;;Щигры;;0.000000;Europe/Moscow;0;51.861858;36.933756;Shchigry;;Shchigry;;Schtschigry;;Ščigry;;Chtchigry;
1955;37;;Щецин;;0.000000;Europe/Warsaw;0;53.424718;14.563029;Szczecin;;Szczecin;;Stettin;;Stettino;;Szczecin;
2719;70;;Щербинка;;0.000000;Europe/Moscow;0;55.511077;37.566038;Shcherbinka;;Shcherbinka;;Schtscherbinka;;Ščerbinka;;Chtcherbinka;
930;117;;Щельяюр;;0.000000;Europe/Moscow;0;65.325400;53.403410;Shchelyayur;;Shchelyayur;;Scheljajur;;Ščel'jajuk;;Shchelyayur;
786;70;;Щелково;;0.000000;Europe/Moscow;0;55.909956;38.020311;Shchelkovo;;Shchólkovo;;Schtscholkowo;;Ščëlkovo;;Chtchiolkovo;
2195;256;;Щелкино;;0.000000;Europe/Simferopol;0;45.423139;35.821214;Shcholkine;;Shcholkine;;Schtscholkine;;Shcholkine;;Chtcholkine;
2620;127;;Щекино;;0.000000;Europe/Moscow;0;54.007377;37.513028;Shchekino;;Shchókino;;Schtschokino;;Ščëkino;;Chtchiokino;
1782;27;;Шяуляй;;0.000027;Europe/Vilnius;1;55.927300;23.312920;Siauliai;;Siauliai;;Siauliai;;Šiauliai;;Siauliai;
372;28;Южно-Казахстанская область;Шымкент;;0.003310;Asia/Almaty;1;42.309537;69.631596;Shymkent;South Kazakhstan Oblast;Shymkent;Provincia de Kazajistán Meridional;Schymkent;Gebiet Südkasachstan;Šymkent;Oblys del Kazakistan Meridionale;Chimkent;Kazakhstan-Méridional
504;38;;Шуя;;0.000000;Europe/Moscow;0;56.847820;41.342844;Shuya;;Shuya;;Schuja;;Šuja;;Chouïa;
3530;54;;Шушенское;;0.000000;Asia/Krasnoyarsk;0;53.330889;91.950489;Shushenskoye;;Shushenskoye;;Schuschenskoje;;Šušenskoe;;Chouchenskoïe;
5068;219;;Шуша;;0.000000;Asia/Baku;0;39.767000;46.750000;Shusha;;Shusha;;Susa;;Shusha;;Chouchi;
2543;112;;Шумячи;;0.000000;Europe/Moscow;0;53.858652;32.425136;Shumyachi;;Shumyachi;;Schumjatschi;;Shumyachi;;Shumyachi;
4643;275;;Шумск;;0.000000;Europe/Uzhgorod;0;50.122000;26.114000;Shumsk;;Shumsk;;Schumsk;;Šums'k;;Choumsk;
721;56;;Шумиха;;0.000000;Asia/Yekaterinburg;0;55.227156;63.295716;Shumikha;;Shumikha;;Schumicha;;Šumicha;;Choumikha;
2808;140;;Шумерля;;0.000000;Europe/Moscow;0;55.491646;46.420980;Shumerlya;;Shumerlya;;Schumerlja;;Šumerlja;;Choumerlia;
3167;23;;Шуйское;;0.000000;Europe/Moscow;0;59.373451;41.025353;Shuyskoye;;Shuyskoye;;Schuiskoje;;Shuyskoye;;Chouyskoïe;
5497;84;;Шубра-эль-Хейма;;0.000000;Africa/Cairo;0;30.107629;31.255160;Shubra El-Kheima;;Shubra El-Kheima;;Schubra al-Chaima;;Shubra El-Khema;;Choubra;
4061;363;;Шубаркудук;;0.000000;Asia/Aqtobe;0;49.094908;56.464243;Shubarkuduk;;Shubarkuduk;;Schubarkuduk;;Shubarkuduk;;Choubarkoudouk;
4111;373;;Шу;;0.000000;Asia/Almaty;0;43.597587;73.721757;Shu;;Shu;;Schu;;Shu;;Chou;
342;202;Баден-Вюртемберг;Штутгарт;;0.000395;Europe/Berlin;1;48.779177;9.171365;Stuttgart;Baden-Württemberg;Stuttgart;Baden-Wurtemberg;Stuttgart;Baden-Württemberg;Stoccarda;Baden-Württemberg;Stuttgart;Bade-Wurtemberg
